Domain,Passage,Q1,A1,Q1_Type,Q1_Difficulty,Q2,A2,Q2_Type,Q2_Difficulty,Q3,A3,Q3_Type,Q3_Difficult,Q4,A4,Q4_Type,Q4_Difficulty
Banking/Financial Regulations,"""अधिनियम"" का अर्थ राष्ट्रीय कृषि और ग्रामीण विकास बैंक अधिनियम, 1981 (1981 का 61) होगा; ""धारा"" का अर्थ अधिनियम की धारा से होगा।","विनियमों में ""अधिनियम"" का अर्थ क्या है?","राष्ट्रीय कृषि और ग्रामीण विकास बैंक अधिनियम, 1981 (1981 का 61)",Factual,Easy,"""धारा"" का अर्थ क्या है?",अधिनियम की धारा,Factual,Easy,इन विनियमों में प्रयुक्त अन्य अभिव्यक्तियों का अर्थ कहाँ से लिया जाएगा?,अधिनियम में दिए गए अर्थ के अनुसार,Factual,Medium,"जिन अभिव्यक्तियों की परिभाषा नहीं दी गई है, उनका क्या अर्थ होगा?",वही अर्थ होगा जो उनके संबंध में अधिनियम में दिया गया है।,Factual,Medium
Social Media Policy/Banking Regulations,"सोशल मीडिया ऑनलाइन संचार के चैनलों का समूह है जो मुख्य रूप से समुदाय-आधारित इनपुट, परस्पर संवाद, कंटेंट शेयरिंग और सहयोग के लिए समर्पित है। वर्तमान युग में, सोशल मीडिया लोगों को एक-दूसरे से जुड़ने के तरीके और जानकारी साझा करने तथा उस जानकारी का प्रसार करने के तरीके को बदल रहा है।",सोशल मीडिया क्या है?,"सोशल मीडिया ऑनलाइन संचार के चैनलों का समूह है जो मुख्य रूप से समुदाय-आधारित इनपुट, परस्पर संवाद, कंटेंट शेयरिंग और सहयोग के लिए समर्पित है।",Factual,Easy,सोशल मीडिया में सूचना को फैलाने की क्या क्षमता है?,"सोशल मीडिया में सूचना को ""वायरल"" बनाने और इसे तेज गति से फैलाने की क्षमता है।",Factual,Medium,सोशल मीडिया किस प्रकार की ट्रांसमिशन सिस्टम पर काम करता है?,डायलॉगिक ट्रांसमिशन सिस्टम अर्थात् कई रिसीवरों के लिए कई स्रोतों पर।,Factual,Medium,सोशल मीडिया किस प्रकार नए जोखिम का निर्माण करता है?,विनियामक और प्रतिष्ठा जोखिम के नए स्तर का निर्माण करता है।,Analytical,Hard
Social Media Policy/Banking Regulations,"नाबार्ड का सोशल मीडिया प्लेटफार्मों पर एकाउंट है, जो नाबार्ड की सेवाओं और आउटरीच से संबंधित गतिविधियों के बारे में हितधारकों को सूचित करने और ब्रांड निर्माण करने की दृष्टि से बनाया गया है। इस नीति के अंतर्गत नाबार्ड ने यू-ट्यूब, ट्विटर, फेसबुक और इंस्टाग्राम को नाबार्डऑनलाइन के नाम से चल रहे चैनल के साथ जोड़ा है।",नाबार्ड ने सोशल मीडिया पर एकाउंट क्यों बनाया है?,नाबार्ड की सेवाओं और आउटरीच से संबंधित गतिविधियों के बारे में हितधारकों को सूचित करने और ब्रांड निर्माण करने के लिए।,Factual,Easy,नाबार्ड ने किन सोशल मीडिया प्लेटफार्मों को जोड़ा है?,"यू-ट्यूब, ट्विटर, फेसबुक और इंस्टाग्राम (अनुमोदन के अधीन)।",Factual,Easy,नाबार्डऑनलाइन के नाम से कौन सा चैनल चल रहा है?,"यू-ट्यूब, ट्विटर, फेसबुक और इंस्टाग्राम से जुड़ा चैनल।",Factual,Easy,नाबार्ड के सोशल मीडिया उपस्थिति का मुख्य लक्ष्य क्या है?,हितधारकों को सूचित करना और ब्रांड निर्माण करना।,Factual,Medium
Social Media Policy/Banking Regulations,"सोशल मीडिया पर बैंकों की उपस्थिति के उद्देश्यों की रक्षा के लिए, बैंक के सोशल मीडिया कम्यूनिकेशन और बैंक के प्रतिनिधियों के रूप में ऑनलाइन कम्यूनिकेशन में संलग्न कर्मियों के लिए सोशल मीडिया संहिता अपनाई गई है।",सोशल मीडिया संहिता क्यों अपनाई गई है?,बैंक के सोशल मीडिया कम्यूनिकेशन और बैंक के प्रतिनिधियों के रूप में ऑनलाइन कम्यूनिकेशन में संलग्न कर्मियों के लिए।,Factual,Medium,सोशल मीडिया संहिता किसके लिए बनाई गई है?,बैंक के सोशल मीडिया कम्यूनिकेशन और बैंक के प्रतिनिधियों के रूप में ऑनलाइन कम्यूनिकेशन में संलग्न कर्मियों के लिए।,Factual,Easy,सोशल मीडिया संहिता अपनाने का मुख्य उद्देश्य क्या है?,बैंकों की सोशल मीडिया उपस्थिति के उद्देश्यों की रक्षा करना।,Analytical,Medium,सोशल मीडिया नई जिम्मेदारियां कैसे बनाता है?,संगठन के लिए विनियामक और प्रतिष्ठा जोखिम के नए स्तर का निर्माण करके।,Analytical,Hard
Social Media Policy/Banking Regulations,"""बैंक"" का अर्थ नाबार्ड है। ""बैंक के सोशल मीडिया प्लेटफॉर्म/चैनल"" का अर्थ विभिन्न सोशल मीडिया चैनलों पर नाबार्ड के आधिकारिक एकाउंट/पेज से है।","""बैंक"" का अर्थ क्या है?","""बैंक"" का अर्थ नाबार्ड है।",Factual,Easy,"""बैंक के सोशल मीडिया प्लेटफॉर्म/चैनल"" का क्या अर्थ है?",विभिन्न सोशल मीडिया चैनलों पर नाबार्ड के आधिकारिक एकाउंट/पेज।,Factual,Easy,इस संहिता में परिभाषाएं किन चीजों की दी गई हैं?,"बैंक, बैंक के सोशल मीडिया प्लेटफॉर्म/चैनल, बैंक कर्मियों और सोशल मीडिया की।",Factual,Easy,इस संहिता में और कौन सी परिभाषाएं दी जा सकती थीं?,"सोशल नेटवर्किंग साइट्स की विस्तृत परिभाषा, विभिन्न प्लेटफॉर्म के प्रकार आदि।",Analytical,Hard
Social Media Policy/Banking Regulations,"सोशल मीडिया संहिता के प्रयोजन से यहाँ ""बैंक कर्मियों"" का संबंध सभी स्टाफ सदस्यों और वर्तमान में निदेशक मंडल के सेवारत सदस्य हैं।","सोशल मीडिया संहिता के प्रयोजन से ""बैंक कर्मियों"" से क्या तात्पर्य है?",सभी स्टाफ सदस्यों और वर्तमान में निदेशक मंडल के सेवारत सदस्य।,Factual,Easy,बैंक कर्मियों में निदेशक मंडल के कौन से सदस्य शामिल हैं?,वर्तमान में निदेशक मंडल के सेवारत सदस्य।,Factual,Easy,सोशल मीडिया में कौन-कौन से प्लेटफॉर्म शामिल हैं?,"चर्चा मंच, ऑनलाइन कोलाबोरेशन, ब्लॉग, पॉडकास्ट, वीडियो शेयरिंग, सोशल नेटवर्क, प्रकाशन प्रणाली।",Factual,Easy,प्रकाशन प्रणाली को सोशल मीडिया में क्यों शामिल किया गया है?,क्योंकि यह भी सोशल मीडिया का एक महत्वपूर्ण हिस्सा है जहां सामग्री प्रकाशित की जाती है।,Analytical,Medium
Social Media Policy/Banking Regulations,ऐसी किसी भी सामग्री को पोस्ट करने से बचें जो किसी भी कानून का उल्लंघन कर सकती है या जो सार्वजनिक नीति के विरुद्ध हो सकती है या जो किसी भी व्यक्ति के गोपनीयता अधिकारों का उल्लंघन कर सकती है।,कौन सी सामग्री पोस्ट करने से बचना चाहिए?,"जो किसी भी कानून का उल्लंघन करती है, सार्वजनिक नीति के विरुद्ध है, या किसी के गोपनीयता अधिकारों का उल्लंघन करती है।",Factual,Medium,गोपनीयता अधिकारों का उल्लंघन करने वाली सामग्री के बारे में क्या नियम है?,पोस्ट करने से बचना चाहिए।,Factual,Easy,कानून का उल्लंघन करने वाली सामग्री के संबंध में क्या सावधानी बरतनी चाहिए?,ऐसी सामग्री पोस्ट नहीं करनी चाहिए।,Analytical,Medium,सार्वजनिक नीति के विरुद्ध सामग्री का क्या अर्थ है?,"जो सरकारी नियमों, सामाजिक मानदंडों या कानूनी प्रावधानों के खिलाफ हो।",Analytical,Hard
Social Media Policy/Banking Regulations,किसी भी व्यक्ति द्वारा किसी भी उत्पाद और सेवाओं आदि की बिक्री के बारे में किया गया पोस्ट वर्जित होगा। इस तरह के पोस्ट करने वाले व्यक्तियों/किसी भी संस्था को बिना किसी सूचना के बैंक के सोशल मीडिया प्लेटफॉर्म पर भविष्य में पोस्ट करने से ब्लॉक किया जा सकता है।,उत्पादों और सेवाओं की बिक्री संबंधी पोस्ट के बारे में क्या नियम है?,वर्जित है और ऐसे व्यक्तियों/संस्थाओं को बिना सूचना के ब्लॉक किया जा सकता है।,Factual,Medium,प्रतिबंधित पोस्ट करने पर क्या कार्रवाई की जा सकती है?,व्यक्तियों/संस्थाओं को बिना सूचना के बैंक के सोशल मीडिया प्लेटफॉर्म पर भविष्य में पोस्ट करने से ब्लॉक किया जा सकता है।,Factual,Medium,बिक्री संबंधी पोस्ट पर प्रतिबंध क्यों है?,क्योंकि यह बैंक के सोशल मीडिया के उद्देश्य के विरुद्ध है और व्यावसायिक गतिविधि है।,Analytical,Medium,ब्लॉक करने का अधिकार बैंक के विवेक पर क्यों छोड़ा गया है?,ताकि प्रत्येक मामले की परिस्थितियों के आधार पर उचित निर्णय लिया जा सके।,Analytical,Hard
Banking/Refinance Operations,नाबार्ड के दीर्घावधि पुनर्वित्त के माध्यम से विवेश ऋण पर बल दिया जाता है जिससे आस्ति-सृजन के जरिये पूँजी निर्माण होता है। कृषि में पूँजी निर्माण कृषि उत्पादन और उत्पादकता बढाने की दृष्टि से महत्वपूर्ण है।,नाबार्ड के दीर्घावधि पुनर्वित्त का मुख्य उद्देश्य क्या है?,विवेश ऋण पर बल देना जिससे आस्ति-सृजन के जरिये पूँजी निर्माण होता है।,Factual,Medium,कृषि में पूँजी निर्माण क्यों महत्वपूर्ण है?,कृषि उत्पादन और उत्पादकता बढाने की दृष्टि से और किसानों को मौसम की अनिश्चितता से संरक्षण देने के लिए।,Analytical,Medium,अनुषंगी गतिविधियों में पूँजी निर्माण किसानों को क्या लाभ देता है?,पूरे साल किसानों के आय-प्रवाह को बनाए रखने में सहयोग देता है और उन्हें संकट को सहने के लिए अनुकूलन क्षमता देता है।,Analytical,Medium,जलवायु परिवर्तन से संरक्षण में पूँजी निर्माण कैसे मदद करता है?,संधारणीय आय-प्रवाह उपलब्ध कराकर और किसानों को मौसम की अनिश्चितता से संरक्षण देकर।,Analytical,Hard
Banking/Refinance Operations,नाबार्ड ग्रामीण वित्तीय संस्थाओं को अल्पावधि पुनर्वित्त प्रदान करता है ताकि वे फसल के सीज़न में किसानों को समय पर वित्त उपलब्ध कराने में सक्षम हो सकें।,नाबार्ड अल्पावधि पुनर्वित्त क्यों प्रदान करता है?,ताकि वे फसल के सीज़न में किसानों को समय पर वित्त उपलब्ध कराने में सक्षम हो सकें।,Factual,Easy,अल्पावधि पुनर्वित्त किस सीज़न में उपयोगी है?,फसल के सीज़न में।,Analytical,Easy,समय पर वित्त उपलब्ध कराने का क्या महत्व है?,किसानों को फसल उत्पादन के लिए समय पर आवश्यक निविष्टियाँ खरीदने में सक्षम बनाता है।,Analytical,Medium,ग्रामीण वित्तीय संस्थाओं को पुनर्वित्त देने का दीर्घकालिक प्रभाव क्या है?,ग्रामीण अर्थव्यवस्था को मजबूती मिलती है और किसानों तक बैंकिंग सेवाओं की पहुँच बढती है।,Analytical,Hard
Banking/Refinance Operations,नाबार्ड जिला मध्यवर्ती सहकारी बैंकों और राज्य सहकारी बैंकों के ऋण वितरण संबंधी संसाधनों में वृद्धि लाने हेतु उन्हें प्रत्यक्ष वित्तपोषण प्रदान करने के लिए बहु-उद्देशीय अल्पावधि ऋण उपलब्ध कराता है।,प्रत्यक्ष पुनर्वित्त सहयोग (डीआरए) क्या है?,जिला मध्यवर्ती सहकारी बैंकों और राज्य सहकारी बैंकों के ऋण वितरण संबंधी संसाधनों में वृद्धि लाने हेतु बहु-उद्देशीय अल्पावधि ऋण।,Factual,Medium,डीआरए किन बैंकों को दिया जाता है?,जिला मध्यवर्ती सहकारी बैंकों और राज्य सहकारी बैंकों को।,Analytical,Easy,डीआरए बहु-उद्देशीय ऋण क्यों कहलाता है?,क्योंकि यह विभिन्न प्रयोजनों के लिए उपयोग किया जा सकता है।,Analytical,Medium,बहु-उद्देशीय ऋण से सहकारी बैंकों को क्या लाभ होता है?,ऋण वितरण संबंधी संसाधनों में वृद्धि होती है जिससे वे अधिक किसानों को ऋण दे सकते हैं।,Analytical,Medium
Banking/Refinance Operations,किसानों के लिए प्रधान मंत्री के पैकेज के भाग के रूप में माननीय वित्त मंत्री ने केसीसी संतृप्ति के दूसरे चरण के अंतर्गत 2.5 करोड़ किसानों को शामिल करने की घोषणा की।,केसीसी संतृप्ति चरण II के अंतर्गत कितने किसानों को शामिल करने की घोषणा की गई?,2.5 करोड़ किसानों को।,Factual,Easy,डेयरी और मत्स्य किसानों के लिए केसीसी की क्या घोषणा की गई?,1.5 करोड़ डेयरी किसानों और 1 करोड़ मत्स्य किसानों को केसीसी उपलब्ध कराने का विशेष अभियान।,Analytical,Medium,केसीसी संतृप्ति चरण II का उद्देश्य क्या था?,कृषि क्षेत्र को ऋण उपलब्ध कराना।,Analytical,Medium,पशुपालन और डेयरी विभाग ने केसीसी अभियान क्यों शुरू किया?,डेयरी और मत्स्य किसानों को औपचारिक बैंकिंग प्रणाली से जोड़ने और उन्हें वित्तीय सहायता प्रदान करने के लिए।,Analytical,Medium
Banking/Refinance Operations,"31 मार्च 2025 तक सहकारी बैंकों और आरआरबी द्वारा जारी कुल केसीसी 4,81,94,483 थे, जिनकी बकाया राशि 4,19,096.68 रुपये थी।",31 मार्च 2025 तक कितने केसीसी जारी किए गए थे?,"4,81,94,483 केसीसी।",Factual,Easy,31 मार्च 2025 तक केसीसी की बकाया राशि कितनी थी?,"4,19,096.68 रुपये करोड़।",Analytical,Easy,वर्ष 2024-25 में दीर्घावधि पुनर्वित्त का लक्ष्य कितना था?,रु. 207271.00 करोड़।,Analytical,Easy,अल्पावधि पुनर्वित्त का वास्तविक संवितरण लक्ष्य से अधिक क्यों हुआ?,"किसानों की बढ़ती मांग, अतिरिक्त अल्पावधि सुविधाओं और डीआरए के विस्तार के कारण (कुल रु. 188882.73 करोड़)।",Analytical,Hard
Financial Services/Chit Funds,चिट फंड भारत में एक पारंपरिक वित्तीय साधन है जो बचत और उधार दोनों की सुविधा प्रदान करता है। यह एक प्रकार की घूर्णी बचत और ऋण संघ (ROSCA - Rotating Savings and Credit Association) योजना है।,चिट फंड क्या है?,"भारत में एक पारंपरिक वित्तीय साधन जो बचत और उधार की सुविधा प्रदान करता है, यह घूर्णी बचत और ऋण संघ योजना है।",Factual,Easy,ROSCA का पूर्ण रूप क्या है?,Rotating Savings and Credit Association (घूर्णी बचत और ऋण संघ)।,Factual,Easy,चिट फंड पारंपरिक वित्तीय साधन क्यों कहलाता है?,क्योंकि यह भारत में सदियों से प्रचलित है और सामुदायिक बचत का माध्यम रहा है।,Analytical,Medium,चिट फंड और आधुनिक बैंकिंग में मौलिक अंतर क्या हैं?,"चिट फंड सहकारी और समुदाय-आधारित है जहां बचत और ऋण एक साथ होते हैं, जबकि बैंकिंग संस्थागत, विनियमित और पृथक सेवाएं प्रदान करती है।",Analytical,Hard
Financial Services/Chit Funds,"चिट फंड एक्ट, 1982 चिट फंड के संचालन को नियंत्रित करता है। इस अधिनियम के अनुसार, चिट का अर्थ है एक लेनदेन जो समझौते द्वारा किया जाता है जिसमें व्यक्ति, परिवार या संस्थाएं शामिल होती हैं।",चिट फंड को कौन सा कानून नियंत्रित करता है?,"चिट फंड एक्ट, 1982",Factual,Easy,चिट फंड एक्ट किस वर्ष पारित किया गया?,1982,Factual,Easy,"चिट फंड एक्ट में व्यक्ति, परिवार और संस्थाएं क्यों शामिल हैं?",क्योंकि विभिन्न प्रकार की इकाइयां चिट फंड में भाग ले सकती हैं।,Analytical,Medium,चिट फंड एक्ट 1982 की प्रमुख सीमाएं क्या हैं?,"अंतर-राज्य समन्वय की कमी, कमजोर प्रवर्तन तंत्र, पॉन्जी स्कीम से भेद करने में अस्पष्टता, और अपर्याप्त दंड प्रावधान।",Analytical,Hard
Financial Services/Chit Funds,प्रत्येक चिट अवधि में एक सदस्य को बोली या लॉटरी के माध्यम से चिट राशि प्राप्त होती है। चिट की पूरी अवधि में प्रत्येक सदस्य को एक बार चिट राशि मिलने का अवसर मिलता है।,चिट फंड में चिट राशि कैसे वितरित की जाती है?,बोली या लॉटरी के माध्यम से प्रत्येक अवधि में एक सदस्य को।,Factual,Easy,चिट की पूरी अवधि में प्रत्येक सदस्य को कितनी बार राशि मिलती है?,एक बार।,Factual,Easy,लॉटरी और बोली विधि में क्या अंतर है?,लॉटरी में यादृच्छिक चयन होता है जबकि बोली में तरलता की आवश्यकता के आधार पर प्रतिस्पर्धा होती है।,Analytical,Medium,बोली प्रणाली में सूचना विषमता की समस्या क्या है?,"सदस्यों को अन्य सदस्यों की वित्तीय स्थिति और तरलता आवश्यकता का पूरा ज्ञान नहीं होता, जिससे बोली रणनीति प्रभावित होती है।",Analytical,Hard
Financial Services/Chit Funds,बोली प्रक्रिया में सदस्य यह घोषित करते हैं कि वे कुल चिट राशि में से कितनी राशि छोड़ने को तैयार हैं। सबसे कम बोली लगाने वाला सदस्य उस माह की चिट राशि का विजेता बनता है।,बोली प्रक्रिया में विजेता कौन बनता है?,सबसे कम बोली लगाने वाला सदस्य।,Factual,Easy,बोली में सदस्य क्या घोषित करते हैं?,वे कुल चिट राशि में से कितनी राशि छोड़ने को तैयार हैं।,Factual,Medium,सबसे कम बोली का क्या आर्थिक तर्क है?,जिसे तत्काल धन की अधिक आवश्यकता है वह अधिक छूट देने को तैयार होता है।,Analytical,Hard,बोली प्रक्रिया में नैतिक जोखिम कैसे उत्पन्न होता है?,जो सदस्य पहले चिट जीतते हैं उनमें बाद में डिफॉल्ट करने की प्रवृत्ति हो सकती है क्योंकि उन्हें लाभ मिल चुका है।,Analytical,Hard
Financial Services/Chit Funds,चिट फंड सदस्यों को समय पर नियमित योगदान करना अनिवार्य है। देरी या डिफॉल्ट की स्थिति में दंड लगाया जा सकता है और सदस्यता रद्द की जा सकती है।,समय पर योगदान न करने पर क्या हो सकता है?,दंड लगाया जा सकता है और सदस्यता रद्द की जा सकती है।,Factual,Easy,सदस्यता रद्द होने के क्या परिणाम होते हैं?,चिट राशि प्राप्त करने का अवसर खो जाता है और जमा राशि का नुकसान हो सकता है।,Factual,Medium,डिफॉल्ट से बचने के लिए सदस्य क्या कर सकते हैं?,"वित्तीय अनुशासन बनाए रखना, आपातकालीन निधि रखना, और समय पर भुगतान करना।",Analytical,Medium,डिफॉल्ट के मामले में कानूनी उपचार की चुनौतियां क्या हैं?,"न्यायिक बैकलॉग, जटिल कानूनी प्रक्रिया, अधिकार क्षेत्र विवाद, विशेष वित्तीय न्यायालयों की कमी, और सीमित पीड़ित क्षतिपूर्ति तंत्र।",Analytical,Hard
Financial Services/Chit Funds,"चिट फंड का उपयोग विभिन्न उद्देश्यों के लिए किया जा सकता है जैसे आपातकालीन जरूरतें, शादी, शिक्षा, व्यवसाय शुरू करना, संपत्ति खरीदना, या कर्ज चुकाना।",चिट फंड का उपयोग किन उद्देश्यों के लिए किया जा सकता है?,"आपातकालीन जरूरतें, शादी, शिक्षा, व्यवसाय शुरू करना, संपत्ति खरीदना, कर्ज चुकाना।",Factual,Easy,चिट फंड का उपयोग व्यवसाय शुरू करने के लिए कैसे किया जा सकता है?,बोली जीतकर एकमुश्त पूंजी प्राप्त की जा सकती है जो व्यवसाय शुरू करने में मदद करती है।,Factual,Medium,आपातकालीन जरूरतों के लिए चिट फंड कैसे उपयोगी है?,बोली जीतकर तुरंत बड़ी राशि मिल सकती है जो आपातकालीन खर्चों के लिए उपयोगी है।,Analytical,Medium,चिट फंड और माइक्रोफाइनेंस में तुलनात्मक विश्लेषण क्या है?,"दोनों वित्तीय समावेशन लक्ष्य हैं; चिट फंड सहकारी और लचीला है जबकि माइक्रोफाइनेंस संस्थागत है; चिट फंड में बचत+ऋण साथ-साथ, माइक्रोफाइनेंस में केवल ऋण।",Analytical,Hard
Financial Services/Chit Funds,"डिजिटल प्रौद्योगिकी के आगमन के साथ, कई चिट फंड कंपनियां ऑनलाइन प्लेटफॉर्म पर स्थानांतरित हो रही हैं। इससे पारदर्शिता बढ़ी है और प्रक्रिया सरल हुई है।",डिजिटल चिट फंड से क्या लाभ हुए हैं?,पारदर्शिता बढ़ी है और प्रक्रिया सरल हुई है।,Factual,Easy,ऑनलाइन प्लेटफॉर्म पारदर्शिता कैसे बढ़ाते हैं?,सभी लेनदेन डिजिटल रूप से रिकॉर्ड होते हैं और सदस्य वास्तविक समय में ट्रैक कर सकते हैं।,Factual,Medium,डिजिटलीकरण धोखाधड़ी को कैसे रोकता है?,"सभी लेनदेन डिजिटल रिकॉर्ड में होते हैं, जो छेड़छाड़-रोधी और पारदर्शी होते हैं।",Analytical,Medium,ब्लॉकचेन तकनीक चिट फंड को कैसे रूपांतरित कर सकती है?,"स्मार्ट कॉन्ट्रैक्ट्स से स्वचालित भुगतान, अपरिवर्तनीय लेनदेन रिकॉर्ड से पूर्ण पारदर्शिता, विकेंद्रीकरण से मध्यस्थ लागत में कमी, और क्रिप्टोग्राफिक सुरक्षा।",Analytical,Hard
Financial Services/Microfinance,माइक्रोफाइनेंस (सूक्ष्म वित्त) एक प्रकार की बैंकिंग सेवा है जो बेरोजगार या कम आय वाले व्यक्तियों या समूहों को प्रदान की जाती है जिनके पास अन्यथा वित्तीय सेवाओं तक पहुंच नहीं होती। माइक्रोफाइनेंस का मुख्य उद्देश्य गरीब लोगों को आत्मनिर्भर बनाना और उन्हें वित्तीय रूप से सशक्त करना है।,माइक्रोफाइनेंस क्या है?,बेरोजगार या कम आय वाले व्यक्तियों को प्रदान की जाने वाली बैंकिंग सेवा जो उन्हें आत्मनिर्भर और वित्तीय रूप से सशक्त बनाती है।,Factual,Easy,माइक्रोफाइनेंस का मुख्य उद्देश्य क्या है?,गरीब लोगों को आत्मनिर्भर बनाना और उन्हें वित्तीय रूप से सशक्त करना।,Factual,Easy,माइक्रोफाइनेंस पारंपरिक बैंकिंग से कैसे अलग है?,"माइक्रोफाइनेंस संपार्श्विक-मुक्त है, छोटे ऋण देता है, सामूहिक दृष्टिकोण अपनाता है, जबकि बैंकिंग संपार्श्विक-आधारित और व्यक्तिगत है।",Analytical,Medium,माइक्रोफाइनेंस वित्तीय समावेशन में कैसे योगदान देता है?,"यह बैंकिंग रहित और कम बैंकिंग वाले लोगों तक पहुंचता है, क्रेडिट इतिहास बनाता है, वित्तीय साक्षरता बढ़ाता है, और औपचारिक प्रणाली में एकीकरण करता है।",Analytical,Hard
Financial Services/Microfinance,स्वयं सहायता समूह (SHG - Self Help Group) माइक्रोफाइनेंस का एक महत्वपूर्ण मॉडल है जिसमें 10-20 सदस्य होते हैं जो समान सामाजिक-आर्थिक पृष्ठभूमि से आते हैं। ये सदस्य स्वैच्छिक रूप से एक साथ आते हैं और नियमित रूप से बचत करते हैं।,स्वयं सहायता समूह (SHG) क्या होता है?,10-20 सदस्यों का समूह जो समान सामाजिक-आर्थिक पृष्ठभूमि से आते हैं और स्वैच्छिक रूप से नियमित बचत करते हैं।,Factual,Easy,SHG में कितने सदस्य होते हैं?,10-20 सदस्य।,Factual,Easy,SHG की सामाजिक-आर्थिक पृष्ठभूमि समान क्यों होनी चाहिए?,"समान चुनौतियां, आपसी समझ, और सामाजिक सामंजस्य सुनिश्चित करने के लिए।",Analytical,Medium,SHG मॉडल की सामाजिक पूंजी का क्या महत्व है?,"यह लेनदेन लागत कम करती है, अनुबंध प्रवर्तन सुनिश्चित करती है, सूचना साझा करती है, और सामाजिक मानदंडों के माध्यम से अनुशासन बनाए रखती है।",Analytical,Hard
Financial Services/Microfinance,"माइक्रोफाइनेंस संस्थाएं (MFIs - Microfinance Institutions) छोटे उद्यमियों और गरीब परिवारों को माइक्रोक्रेडिट, बचत खाते, बीमा, और धन हस्तांतरण सेवाएं प्रदान करती हैं। भारत में NBFC-MFI के रूप में पंजीकृत होना आवश्यक है।",माइक्रोफाइनेंस संस्थाएं (MFIs) क्या सेवाएं प्रदान करती हैं?,"माइक्रोक्रेडिट, बचत खाते, बीमा, और धन हस्तांतरण सेवाएं।",Factual,Easy,MFI को किस रूप में पंजीकृत होना आवश्यक है?,NBFC-MFI (Non-Banking Financial Company - Microfinance Institution) के रूप में।,Factual,Medium,NBFC-MFI पंजीकरण की शर्तें क्या हैं?,"85% पोर्टफोलियो ₹1.25 लाख से कम, अधिकतम ऋण सीमा ₹2 लाख, प्राथमिकता क्षेत्र ऋण, और पूंजी पर्याप्तता।",Analytical,Medium,NBFC-MFI विनियमन संतुलन कैसे बनाता है?,"यह विकास को प्रोत्साहित करता है (85% नियम लचीलापन देता है) जबकि अत्यधिक शोषण रोकता है (मार्जिन कैप, ऋण सीमा) और स्थिरता सुनिश्चित करता है (पूंजी आवश्यकता)।",Analytical,Hard
Financial Services/Microfinance,"जिम्मेदार वित्त (Responsible Finance) के सिद्धांतों में ग्राहक सुरक्षा, पारदर्शी मूल्य निर्धारण, उचित वसूली प्रथाएं, गोपनीयता सुरक्षा, और शिकायत निवारण तंत्र शामिल हैं।",जिम्मेदार वित्त के सिद्धांतों में क्या शामिल है?,"ग्राहक सुरक्षा, पारदर्शी मूल्य निर्धारण, उचित वसूली, गोपनीयता सुरक्षा, शिकायत निवारण।",Factual,Easy,पारदर्शी मूल्य निर्धारण क्यों आवश्यक है?,ग्राहकों को सभी शुल्कों और ब्याज दरों की पूरी जानकारी देने के लिए।,Factual,Medium,उचित वसूली प्रथाओं के उदाहरण क्या हैं?,"गरिमापूर्ण संचार, लचीली चुकौती, कोई सार्वजनिक शर्मिंदगी नहीं, और उचित अनुस्मारक।",Analytical,Medium,जिम्मेदार वित्त को कैसे संस्थागत बनाया जाए?,"अनिवार्य कोड ऑफ कंडक्ट, नियमित प्रमाणन, स्वतंत्र ऑडिट, ग्राहक शिकायत तंत्र, और उद्योग मानक स्थापित करना।",Analytical,Hard
Banking/Financial Services,"वाणिज्यिक बैंक वित्तीय संस्थाएं हैं जो जमा स्वीकार करती हैं, ऋण प्रदान करती हैं, और अन्य वित्तीय सेवाएं जैसे धन हस्तांतरण, सुरक्षित जमा लॉकर, और विदेशी मुद्रा विनिमय प्रदान करती हैं। भारत में बैंक भारतीय रिज़र्व बैंक द्वारा विनियमित होते हैं।",वाणिज्यिक बैंक क्या सेवाएं प्रदान करते हैं?,"जमा स्वीकार करना, ऋण प्रदान करना, धन हस्तांतरण, सुरक्षित जमा लॉकर, विदेशी मुद्रा विनिमय।",Factual,Easy,भारत में बैंकों को कौन विनियमित करता है?,भारतीय रिज़र्व बैंक (RBI)।,Factual,Easy,वाणिज्यिक बैंक अर्थव्यवस्था में क्या भूमिका निभाते हैं?,"बचत को ऋण में बदलना, मुद्रा आपूर्ति नियंत्रण, भुगतान प्रणाली, आर्थिक विकास में योगदान।",Analytical,Medium,डिजिटल बैंकिंग पारंपरिक बैंकिंग को कैसे बदल रही है?,"शाखा निर्भरता कम, 24x7 पहुंच, कम लागत, व्यक्तिगत सेवाएं, लेकिन डिजिटल विभाजन और साइबर जोखिम चुनौतियां।",Analytical,Hard
